"","Geneid","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04","total_counts"
"1096","Smp_004600",2,2,4,0,2,4,0,2,16
"1097","Smp_004630",6,2,0,0,0,0,2,0,10
"1098","Smp_124650",2,8,6,12,1,4,2,4,39
"1099","Smp_004680",0,0,4,2,2,4,0,2,14
"1100","Smp_004780",4,0,2,2,4,2,2,4,20
"1101","Smp_004820",2,0,0,2,4,2,0,0,10
"1102","Smp_011270",2,4,0,0,0,4,0,2,12
"1103","Smp_011120",4,0,2,0,4,4,0,4,18
"1104","Smp_044280",2,2,0,0,2,4,0,2,12
"1105","Smp_343910",10,0,2,2,2,0,2,3,21
"1106","Smp_044400",5,2,0,0,4,0,0,0,11
"1107","Smp_125500",0,2,0,2,0,2,0,6,12
"1108","Smp_143580",19,8,12,16,8,25,3,9,100
"1109","Smp_039400",6,2,4,2,0,4,2,0,20
"1110","Smp_039390",3,0,1,6,8,10,0,3,31
"1111","Smp_213100",11,5,3,11,3,6,1,12,52
"1112","Smp_102280",0,0,2,2,2,0,0,6,12
"1113","Smp_310580",14,3,6,6,0,10,3,5,47
"1114","Smp_072090",15,2,6,4,4,6,0,13,50
"1115","Smp_072080",7,5,2,11,1,2,0,2,30
"1116","Smp_071830",15,0,4,7,0,6,2,5,39
"1117","Smp_089880",6,2,0,2,2,1,0,0,13
"1118","Smp_171180",7,2,0,0,0,6,0,4,19
"1119","Smp_301160",2,0,0,0,0,0,0,8,10
"1120","Smp_171150",2,0,2,2,2,1,2,0,11
"1121","Smp_327920",0,0,1,0,1,2,0,6,10
"1122","Smp_157410",0,0,0,0,4,4,0,4,12
"1123","Smp_068750",4,6,1,12,6,20,8,27,84
"1124","Smp_103810",6,0,0,4,0,2,0,4,16
"1125","Smp_046690",9,1,7,11,3,23,0,11,65
"1126","Smp_156720",8,0,0,2,0,0,0,2,12
"1127","Smp_144870",2,2,2,0,2,6,0,4,18
"1128","Smp_180430",2,1,4,2,0,4,1,0,14
"1129","Smp_004220",8,0,6,6,6,4,0,2,32
"1130","Smp_013930",19,17,29,30,11,13,2,20,141
"1131","Smp_316710",18,7,4,9,8,18,2,17,83
"1132","Smp_129670",2,0,0,0,0,4,0,10,16
"1133","Smp_013840",0,0,2,0,4,8,0,4,18
"1134","Smp_013790",6,2,0,0,4,4,0,2,18
"1135","Smp_066740",6,5,5,5,2,7,0,7,37
"1136","Smp_066610",8,1,2,3,0,0,0,3,17
"1137","Smp_111340",4,0,4,0,0,0,0,4,12
"1138","Smp_123040",0,0,2,4,0,12,2,4,24
"1139","Smp_001610",14,2,3,12,0,5,4,3,43
"1140","Smp_001500",2,0,4,4,8,4,0,2,24
"1141","Smp_311010",8,0,3,5,6,7,0,10,39
"1142","Smp_023170",0,2,8,4,2,24,0,6,46
"1143","Smp_134670",5,0,1,4,2,3,0,0,15
"1144","Smp_335990",4,0,2,16,6,14,0,9,51
"1145","Smp_078610",6,0,0,0,0,2,0,2,10
"1146","Smp_156450",1,0,7,2,0,2,2,0,14
"1147","Smp_154320",2,0,2,7,0,0,0,4,15
"1148","Smp_059750",0,0,6,0,2,2,0,0,10
"1149","Smp_167010",4,0,2,0,2,0,0,2,10
"1150","Smp_212080",2,2,2,0,2,2,0,0,10
"1151","Smp_128770",4,0,2,0,2,2,0,2,12
"1152","Smp_012340",4,0,2,2,0,0,0,2,10
"1153","Smp_181090",4,0,2,0,2,2,0,2,12
"1154","Smp_346690",42,12,16,21,11,27,4,22,155
"1155","Smp_094420",2,0,2,0,0,4,0,2,10
"1156","Smp_346250",8,0,0,0,2,0,0,2,12
"1157","Smp_048880",1,0,0,0,4,0,0,6,11
"1158","Smp_245840",3,12,4,8,4,5,8,15,59
"1159","Smp_148230",8,2,1,2,3,6,0,0,22
"1160","Smp_045230",4,2,0,0,2,6,2,2,18
"1161","Smp_045220",4,0,10,10,2,16,0,10,52
"1162","Smp_174420",0,0,2,2,2,2,2,2,12
"1163","Smp_337240",2,0,2,2,1,4,0,0,11
"1164","Smp_113620",6,2,4,2,8,9,0,6,37
"1165","Smp_333910",4,0,4,8,0,2,0,2,20
"1166","Smp_344690",1,0,0,2,0,8,0,10,21
"1167","Smp_060910",0,2,0,0,2,10,0,4,18
"1168","Smp_099630",2,0,2,2,8,12,0,2,28
"1169","Smp_245890",2,2,1,2,0,4,0,0,11
"1170","Smp_002410",6,0,2,0,8,0,0,6,22
"1171","Smp_146340",7,0,1,4,0,0,0,4,16
"1172","Smp_043780",2,0,2,2,1,2,0,4,13
"1173","Smp_047360",0,0,0,2,2,4,0,2,10
"1174","Smp_311650",1,0,0,1,0,4,2,2,10
"1175","Smp_034190",2,2,0,2,2,4,0,6,18
"1176","Smp_328500",0,0,0,0,2,4,0,6,12
"1177","Smp_140680",2,4,4,4,0,12,0,0,26
"1178","Smp_028730",0,0,2,0,0,4,0,6,12
"1179","Smp_201700",0,0,0,12,4,9,2,4,31
"1180","Smp_062270",21,6,16,18,7,6,0,19,93
"1181","Smp_336700",2,0,0,2,0,2,1,6,13
"1182","Smp_328580",30,9,6,20,4,12,0,10,91
"1183","Smp_181730",6,3,2,2,2,1,0,3,19
"1184","Smp_205560",15,3,0,2,0,12,1,3,36
"1185","Smp_328590",11,6,7,12,2,3,1,4,46
"1186","Smp_311780",2,0,0,2,2,1,0,4,11
"1187","Smp_178850",6,2,0,0,2,0,0,2,12
"1188","Smp_021960",9,1,5,5,4,3,1,7,35
"1189","Smp_340370",4,0,2,8,0,5,0,2,21
"1190","Smp_021910",2,0,0,0,0,6,0,2,10
"1191","Smp_340360",2,1,5,3,0,4,0,3,18
"1192","Smp_208020",2,0,2,0,0,2,2,2,10
"1193","Smp_342840",24,6,8,19,5,15,4,16,97
"1194","Smp_174450",2,0,2,6,4,8,0,6,28
"1195","Smp_179650",12,6,4,8,14,14,2,8,68
"1196","Smp_089430",2,0,0,4,4,0,0,4,14
"1197","Smp_089460",12,0,0,13,0,0,0,2,27
"1198","Smp_341490",27,4,3,9,0,8,2,5,58
"1199","Smp_335380",5,0,1,4,0,1,0,8,19
"1200","Smp_032580",2,0,2,0,2,10,0,4,20
"1201","Smp_032670",16,2,4,25,14,28,0,30,119
"1202","Smp_032760",4,2,6,8,2,16,0,2,40
"1203","Smp_032790",11,0,3,3,0,10,0,18,45
"1204","Smp_032810",4,0,0,0,0,4,0,2,10
"1205","Smp_336710",4,0,2,2,4,0,0,2,14
"1206","Smp_082030",0,0,4,2,2,4,0,4,16
"1207","Smp_337100",24,9,6,26,15,16,1,18,115
"1208","Smp_331130",2,0,2,0,0,9,0,0,13
"1209","Smp_331170",2,4,4,6,0,2,0,3,21
"1210","Smp_074140",2,2,2,8,6,3,0,7,30
"1211","Smp_345340",4,0,4,7,0,3,1,3,22
"1212","Smp_179270",2,2,2,6,2,0,0,0,14
"1213","Smp_089400",4,0,0,2,2,0,0,2,10
"1214","Smp_001830",4,0,2,2,0,4,0,0,12
"1215","Smp_002010",0,3,1,2,3,3,0,3,15
"1216","Smp_002080",4,0,4,6,6,4,0,18,42
"1217","Smp_340060",0,0,0,2,2,0,0,8,12
"1218","Smp_341930",4,0,2,0,2,0,0,2,10
"1219","Smp_002180",4,0,2,4,2,2,0,0,14
"1220","Smp_123290",42,9,7,17,2,18,0,6,101
"1221","Smp_067490",2,0,0,3,3,4,0,4,16
"1222","Smp_067480",0,0,2,6,0,0,0,2,10
"1223","Smp_067400",0,0,0,2,2,4,2,2,12
"1224","Smp_158620",6,2,2,8,3,4,2,2,29
"1225","Smp_267090",3,0,0,4,2,0,0,2,11
"1226","Smp_267100",8,0,6,4,2,3,1,0,24
"1227","Smp_341310",0,0,4,0,0,8,0,0,12
"1228","Smp_079490",0,0,0,2,2,6,0,4,14
"1229","Smp_316320",152,64,62,112,57,81,19,104,651
"1230","Smp_315910",5,0,0,2,2,4,0,9,22
"1231","Smp_331400",45,17,40,45,33,72,6,79,337
"1232","Smp_080840",3,3,2,4,2,5,0,4,23
"1233","Smp_078230",2,0,0,2,0,2,2,2,10
"1234","Smp_165690",19,12,8,35,11,38,0,39,162
"1235","Smp_306600",25,3,12,33,14,33,5,40,165
"1236","Smp_183710",24,3,11,31,15,31,5,35,155
"1237","Smp_036370",13,3,9,9,3,10,0,14,61
"1238","Smp_343480",1,0,3,4,0,8,3,10,29
"1239","Smp_036390",3,2,4,5,2,2,2,3,23
"1240","Smp_138930",2,0,0,4,0,2,0,2,10
"1241","Smp_030920",2,4,4,6,4,6,0,0,26
"1242","Smp_030830",4,0,0,4,0,4,0,10,22
"1243","Smp_030780",2,0,0,0,4,2,0,2,10
"1244","Smp_087940",0,2,2,4,2,4,0,0,14
"1245","Smp_087930",2,0,0,0,2,4,0,2,10
"1246","Smp_087920",2,2,2,4,0,4,0,0,14
"1247","Smp_169950",2,0,0,2,2,3,2,0,11
"1248","Smp_337770",2,0,2,2,2,2,0,0,10
"1249","Smp_347160",2,0,2,0,2,4,0,6,16
"1250","Smp_347060",8,6,14,16,9,38,2,16,109
"1251","Smp_334740",1,0,3,5,2,1,0,0,12
"1252","Smp_343490",0,0,3,2,2,2,0,2,11
"1253","Smp_078590",6,0,12,22,4,28,2,22,96
"1254","Smp_173320",4,0,2,4,0,0,0,0,10
"1255","Smp_350300",6,3,0,3,0,2,0,0,14
"1256","Smp_315570",13,14,8,7,7,8,1,22,80
"1257","Smp_334750",11,1,0,6,2,2,0,1,23
"1258","Smp_141980",7,2,6,0,1,0,2,3,21
"1259","Smp_141970",7,4,0,6,0,0,0,0,17
"1260","Smp_179350",4,0,0,4,2,0,0,4,14
"1261","Smp_068510",6,2,0,0,2,2,0,2,14
"1262","Smp_315580",0,0,2,2,0,2,0,4,10
"1263","Smp_002630",3,2,3,4,0,6,0,4,22
"1264","Smp_342090",2,0,2,1,0,5,0,0,10
"1265","Smp_005260",0,1,0,8,0,0,0,2,11
"1266","Smp_154100",6,0,2,3,1,3,0,4,19
"1267","Smp_025030",0,0,0,4,2,2,0,2,10
"1268","Smp_135770",6,0,4,2,0,0,0,4,16
"1269","Smp_135710",2,0,2,2,0,0,2,2,10
"1270","Smp_024900",36,12,21,24,3,20,8,29,153
"1271","Smp_024880",2,0,4,0,2,10,0,4,22
"1272","Smp_024850",10,0,6,6,0,6,0,12,40
"1273","Smp_035800",6,0,0,0,0,14,0,2,22
"1274","Smp_341830",0,0,0,12,0,4,0,0,16
"1275","Smp_154270",0,0,2,4,2,0,0,6,14
"1276","Smp_214030",4,0,2,2,2,0,0,0,10
"1277","Smp_059600",2,3,0,2,0,0,0,6,13
"1278","Smp_154250",2,0,0,0,0,4,0,8,14
"1279","Smp_343430",0,2,2,4,0,0,2,2,12
"1280","Smp_317530",4,8,77,99,23,104,9,60,384
"1281","Smp_336880",0,0,2,1,2,3,0,4,12
"1282","Smp_156170",6,0,0,0,0,0,2,2,10
"1283","Smp_063070",7,0,8,4,4,0,1,5,29
"1284","Smp_050920",2,0,0,2,2,4,0,4,14
"1285","Smp_050940",2,0,4,4,0,8,2,6,26
"1286","Smp_051010",2,0,0,0,0,4,0,6,12
"1287","Smp_177180",0,0,0,0,2,4,0,4,10
"1288","Smp_149430",1,3,0,8,0,1,0,4,17
"1289","Smp_300220",1,0,4,0,0,4,0,2,11
"1290","Smp_147050",0,0,2,4,2,2,0,0,10
"1291","Smp_059540",2,0,0,2,4,0,0,2,10
"1292","Smp_342570",5,0,2,3,0,2,0,0,12
"1293","Smp_131250",3,2,7,8,0,5,0,4,29
"1294","Smp_213260",7,0,5,4,2,2,0,0,20
"1295","Smp_016730",26,9,3,27,9,23,2,6,105
"1296","Smp_016900",0,0,0,2,4,2,0,2,10
"1297","Smp_317640",0,2,2,3,0,3,0,1,11
"1298","Smp_317660",4,0,6,3,0,1,0,2,16
"1299","Smp_009400",0,0,2,1,0,2,2,4,11
"1300","Smp_127140",4,0,0,0,0,0,1,6,11
"1301","Smp_009310",36,10,32,30,34,22,2,53,219
"1302","Smp_009250",2,0,2,4,4,0,2,4,18
"1303","Smp_127060",0,0,2,0,0,3,1,4,10
"1304","Smp_009230",11,7,11,20,12,57,0,15,133
"1305","Smp_317720",3,4,4,9,3,18,0,5,46
"1306","Smp_317730",0,2,0,3,0,8,0,1,14
"1307","Smp_203090",0,0,1,0,0,9,0,3,13
"1308","Smp_191670",2,0,0,3,2,3,0,1,11
"1309","Smp_163980",2,0,0,2,0,1,0,7,12
"1310","Smp_317780",8,1,2,4,1,9,0,7,32
"1311","Smp_317790",12,0,8,5,13,9,0,10,57
"1312","Smp_248030",0,0,4,0,2,4,0,0,10
"1313","Smp_332260",0,0,4,0,0,8,0,8,20
"1314","Smp_165490",0,0,4,4,2,10,0,2,22
"1315","Smp_329940",6,1,4,1,4,0,0,0,16
"1316","Smp_329950",5,0,0,3,3,2,0,2,15
"1317","Smp_345030",3,0,0,2,2,0,0,6,13
"1318","Smp_315750",4,4,2,0,0,4,0,4,18
"1319","Smp_158990",29,17,8,9,10,52,0,9,134
"1320","Smp_056460",13,6,3,6,8,29,2,18,85
"1321","Smp_152430",4,0,2,2,0,0,0,2,10
"1322","Smp_056500",4,0,0,2,2,6,0,2,16
"1323","Smp_056760",2,0,0,2,2,8,0,4,18
"1324","Smp_056810",2,0,0,6,0,0,2,0,10
"1325","Smp_152550",2,2,0,5,0,0,0,2,11
"1326","Smp_342190",3,1,3,1,1,1,1,1,12
"1327","Smp_101450",3,0,1,5,1,3,0,6,19
"1328","Smp_316680",44,15,20,26,11,31,0,36,183
"1329","Smp_330330",5,0,1,5,4,7,0,9,31
"1330","Smp_346850",2,0,2,6,0,6,0,8,24
"1331","Smp_136240",2,0,0,2,2,4,0,0,10
"1332","Smp_102040",6,4,0,0,14,12,0,6,42
"1333","Smp_247640",6,0,0,4,2,4,0,4,20
"1334","Smp_247650",5,2,0,1,4,5,2,6,25
"1335","Smp_026160",2,0,4,4,4,4,2,0,20
"1336","Smp_102510",0,0,0,0,0,10,0,0,10
"1337","Smp_154530",4,0,6,4,0,8,0,6,28
"1338","Smp_060420",0,2,0,6,2,2,0,9,21
"1339","Smp_092750",8,2,8,4,8,14,0,4,48
"1340","Smp_101370",0,0,0,4,2,2,0,2,10
"1341","Smp_150590",3,1,2,2,2,1,0,2,13
"1342","Smp_150550",3,0,1,1,0,3,0,4,12
"1343","Smp_173230",12,4,4,4,0,15,4,3,46
"1344","Smp_093280",5,4,4,2,0,2,0,7,24
"1345","Smp_173200",2,0,2,4,1,3,0,12,24
"1346","Smp_082570",4,0,0,0,2,4,0,0,10
"1347","Smp_058150",0,2,2,4,0,2,0,0,10
"1348","Smp_085530",4,0,2,6,0,6,2,8,28
"1349","Smp_085520",4,0,0,2,0,2,0,2,10
"1350","Smp_330450",4,0,2,2,2,8,0,4,22
"1351","Smp_145700",2,0,2,6,2,2,2,6,22
"1352","Smp_043670",0,1,2,2,0,2,0,4,11
"1353","Smp_146300",2,3,2,6,0,7,1,8,29
"1354","Smp_146290",6,0,0,2,0,1,0,5,14
"1355","Smp_069960",2,0,0,6,0,4,0,9,21
"1356","Smp_069760",0,0,2,2,2,4,0,0,10
"1357","Smp_156950",2,2,2,4,2,0,0,4,16
"1358","Smp_064510",0,0,2,0,0,4,2,2,10
"1359","Smp_064500",0,2,2,2,2,6,0,2,16
"1360","Smp_156910",0,0,0,0,4,2,2,4,12
"1361","Smp_156880",4,0,2,2,0,0,0,2,10
"1362","Smp_064360",6,5,4,6,0,0,0,3,24
"1363","Smp_330600",11,0,13,8,2,41,2,14,91
"1364","Smp_334555",0,2,0,8,0,3,0,2,15
"1365","Smp_348380",2,0,2,0,0,1,0,9,14
"1366","Smp_304140",2,2,2,3,0,5,0,0,14
"1367","Smp_314660",11,8,0,17,2,2,0,11,51
"1368","Smp_143440",2,0,4,0,0,0,0,4,10
"1369","Smp_039180",5,0,2,0,1,0,0,2,10
"1370","Smp_343610",2,2,1,2,0,0,0,4,11
"1371","Smp_330640",3,1,4,2,4,5,2,1,22
"1372","Smp_013210",0,0,1,0,1,7,0,2,11
"1373","Smp_013200",4,2,0,10,4,16,0,8,44
"1374","Smp_061480",4,2,0,4,3,2,0,4,19
"1375","Smp_330670",0,0,2,6,0,0,0,4,12
"1376","Smp_344710",2,0,2,2,2,0,0,2,10
"1377","Smp_040130",10,2,12,30,14,46,4,24,142
"1378","Smp_330790",0,0,2,1,3,5,0,0,11
"1379","Smp_343640",2,2,4,2,0,0,0,2,12
"1380","Smp_169290",0,2,0,8,2,2,2,2,18
"1381","Smp_336250",2,2,0,14,6,12,2,8,46
"1382","Smp_133350",12,2,4,13,4,6,2,10,53
"1383","Smp_020590",47,8,18,40,28,28,8,65,242
"1384","Smp_133340",3,0,2,1,3,4,0,2,15
"1385","Smp_266850",0,0,0,2,2,4,0,2,10
"1386","Smp_349080",0,0,6,8,2,2,0,6,24
"1387","Smp_015090",4,0,0,8,3,6,0,6,27
"1388","Smp_015050",0,0,2,4,0,2,2,2,12
"1389","Smp_130300",8,0,0,4,0,4,0,0,16
"1390","Smp_130260",22,3,2,5,1,2,0,2,37
"1391","Smp_198360",0,2,4,0,0,4,0,2,12
"1392","Smp_062300",0,2,0,1,2,5,0,3,13
"1393","Smp_300570",2,0,1,6,2,4,0,2,17
"1394","Smp_097320",3,0,0,1,1,3,0,5,13
"1395","Smp_207020",2,0,0,2,0,2,2,6,14
"1396","Smp_097370",0,2,2,0,2,1,0,4,11
"1397","Smp_097380",8,2,4,2,2,6,0,6,30
"1398","Smp_180400",0,0,2,2,4,7,0,2,17
"1399","Smp_010290",2,0,2,2,0,4,0,2,12
"1400","Smp_342330",4,0,0,2,2,4,0,4,16
"1401","Smp_214080",2,0,6,2,0,0,0,2,12
"1402","Smp_010620",4,0,2,4,0,2,0,4,16
"1403","Smp_127810",4,0,3,4,2,0,0,1,14
"1404","Smp_010940",10,0,2,4,4,5,0,4,29
"1405","Smp_350270",4,3,7,6,1,6,0,4,31
"1406","Smp_315820",8,0,2,0,0,6,2,1,19
"1407","Smp_033400",8,0,4,2,0,4,0,2,20
"1408","Smp_340650",4,2,0,1,0,4,0,7,18
"1409","Smp_140020",0,0,2,2,2,6,2,0,14
"1410","Smp_198380",4,2,2,1,6,6,0,3,24
"1411","Smp_140000",10,2,0,4,4,15,2,12,49
"1412","Smp_152940",4,4,1,3,0,0,0,2,14
"1413","Smp_318260",2,2,6,2,0,0,0,1,13
"1414","Smp_203280",4,2,2,4,0,6,0,2,20
"1415","Smp_144820",0,4,2,8,4,2,2,2,24
"1416","Smp_134510",6,0,10,2,0,2,0,0,20
"1417","Smp_134500",0,2,1,0,0,4,2,1,10
"1418","Smp_134470",6,2,6,2,2,4,0,0,22
"1419","Smp_337820",4,0,3,6,4,21,2,22,62
"1420","Smp_332340",1,0,1,3,4,4,0,11,24
"1421","Smp_213800",0,5,4,0,3,3,0,1,16
"1422","Smp_005880",2,0,2,10,0,8,0,6,28
"1423","Smp_247020",18,0,9,18,11,21,2,21,100
"1424","Smp_347870",18,0,9,18,13,24,2,12,96
"1425","Smp_342160",8,0,4,4,6,6,0,6,34
"1426","Smp_125290",2,0,4,0,0,0,0,4,10
"1427","Smp_340140",4,2,0,0,4,4,0,6,20
"1428","Smp_170550",6,0,0,6,2,2,2,4,22
"1429","Smp_170540",4,0,0,2,3,2,0,4,15
"1430","Smp_005670",4,0,2,0,0,8,0,2,16
"1431","Smp_337130",1,1,1,2,5,9,0,10,29
"1432","Smp_349020",1,1,1,0,3,7,0,4,17
"1433","Smp_031880",2,2,4,0,2,0,0,0,10
"1434","Smp_031770",2,2,2,1,0,0,0,4,11
"1435","Smp_126480",2,0,0,4,0,2,0,2,10
"1436","Smp_008070",0,0,0,6,0,4,0,2,12
"1437","Smp_175810",2,4,0,0,1,1,0,8,16
"1438","Smp_097590",12,3,4,9,1,6,2,4,41
"1439","Smp_301050",2,0,2,6,0,0,2,0,12
"1440","Smp_332360",2,2,0,2,0,0,0,4,10
"1441","Smp_349050",3,3,0,1,0,5,0,1,13
"1442","Smp_020920",0,0,4,0,2,2,0,2,10
"1443","Smp_900000",124,24,23,46,6,42,0,29,294
"1444","Smp_900010",56,8,12,28,0,32,0,23,159
"1445","Smp_900020",37,2,9,5,0,15,0,11,79
"1446","Smp_900030",17,0,0,0,1,3,1,3,25
"1447","Smp_900040",26,2,10,15,0,12,0,4,69
"1448","Smp_900050",129,22,44,104,4,67,12,52,434
"1449","Smp_900060",8,0,2,2,2,10,0,0,24
"1450","Smp_900070",30,2,2,10,2,16,0,8,70
"1451","Smp_900080",14,2,0,1,0,7,0,5,29
"1452","Smp_900090",82,24,19,46,4,51,2,44,272
"1453","Smp_900110",39,0,14,20,4,26,0,15,118
